499,1944,132,-28,-63,19,-1,-10,-4
333,-1947,894,30,102,-51,-7,5,-2
886,202,530,-47,1,-25,-2,-2,-2
4010,-4434,-3944,78,127,47,-13,1,5
-1663,991,3589,-27,16,-20,5,-3,-6
1933,-993,-2301,-191,0,42,8,2,2
-888,3657,1326,12,-38,-43,1,-5,0
1189,5486,3899,-7,-49,-78,-2,-8,-3
-5476,-9208,985,0,169,144,11,8,-11
-2283,4773,5480,41,-26,-225,2,-8,3
-1012,-2760,-968,-48,73,-17,5,1,3
3708,451,7162,-69,-46,-128,-4,2,-8
-1048,-1579,2551,-55,-66,16,6,8,-7
-1106,335,-3655,52,3,50,-1,-1,5
1794,-1202,144,-48,-19,-66,-1,4,4
634,2336,5944,52,-21,-116,-5,-4,-6
-874,-6567,-3336,59,106,39,-2,8,5
-13141,422,782,167,-45,47,19,2,-5
2244,625,2839,24,-42,-68,-12,1,-6
1215,-2273,-1487,62,74,50,-11,3,2
-87,1129,403,-41,-22,-95,4,-3,7
-1179,-5570,1222,22,154,-35,3,10,-2
-318,1906,3616,113,-114,-17,-9,2,-14
1824,-2567,-3902,-22,121,132,-6,0,5
-3552,-2084,2461,168,65,-28,0,3,-8
-276,310,3217,23,39,-64,-1,-5,-8
-1557,58,67,-15,73,75,8,-7,-7
-4713,704,6,33,-27,0,11,0,0
11251,-3755,6337,-149,23,-41,-21,9,-15
-436,-1298,-735,44,50,-12,-2,0,3
2320,-128,-2243,-62,-22,-35,-2,2,9
-211,2216,333,-41,-60,-111,6,-8,10
282,839,-3730,-34,-78,92,2,3,14
877,6,1353,39,-2,-36,-10,0,-5
2492,-1184,61,-11,14,103,-15,6,-12
265,4035,-1809,-24,-122,51,1,-13,6
-653,1315,-1180,66,-79,50,-3,0,2
-3477,-1435,63,44,-85,-91,3,7,5
-4947,-1995,-9247,122,21,103,1,2,9
1703,1820,2023,-50,-52,159,0,0,-12
7723,3500,5138,-6,80,52,-12,-10,-11
4363,-3920,5208,72,166,-76,-11,-3,-4
-256,-251,-1286,50,-13,85,-4,4,0
-2086,-806,-1316,12,-8,79,16,8,1
1977,562,-3260,47,33,129,-14,-6,3
327,-1648,-2340,35,-35,41,-5,11,7
1707,-3728,930,-55,27,77,-3,15,-12
-1143,852,-1310,-70,-13,42,12,-3,2
1907,-198,-750,-23,-139,56,-7,14,-2
-2493,-418,1610,50,-44,1,7,6,-8
1353,122,-2759,53,62,201,-6,-4,-7
-6800,2509,-2759,124,-175,9,6,6,5
2004,-2327,-5146,0,-35,38,-4,7,8
-2987,-1335,1147,49,-51,-165,3,6,8
4763,1641,-3565,23,-3,35,-11,-3,5
-7451,3067,-62,65,47,2,11,-9,0
3616,-3195,-7161,-4,41,135,-7,4,6
-321,5764,11470,-37,-8,-162,3,-11,-13
-1582,-113,1463,-50,5,-47,13,0,-3
-309,1502,-741,33,-20,9,-2,-6,3
698,-1956,-95,-90,62,-5,5,4,1
857,1180,-511,-45,-60,101,1,1,-6
2079,6770,1361,-11,-86,-52,-5,-13,0
155,-5671,-4333,9,1,167,-1,16,0
2846,4521,2219,54,14,-85,-12,-14,0
1728,-3981,2388,-119,17,57,4,10,-11
103,-406,529,-43,-53,-20,3,5,0
4107,-6945,-914,-35,-4,-5,-9,20,3
-4031,-4449,4000,35,170,-5,9,0,-11
-401,-180,1756,-19,49,-82,4,-4,-1
-781,-750,-68,61,-11,34,-2,5,-3
-2434,656,5917,48,-35,-121,8,0,-19
-876,3392,-1645,26,-129,37,2,-5,5
-629,-1833,-1664,13,126,-2,2,-3,9
169,-1092,198,31,37,30,-4,2,-4
-1484,-997,-657,68,2,-15,1,5,5
-2985,-1263,-296,117,66,6,4,0,1
-1649,1888,-3824,18,-42,122,4,-3,3
1579,976,-932,-104,46,-61,3,-7,8
-2381,-1832,-2984,-14,38,137,9,3,-1
1408,1780,125,-60,26,-36,1,-5,2
-8624,3604,173,171,2,-21,6,-7,1
-10400,-908,2589,111,11,118,13,1,-12
1088,-11292,-3251,82,88,53,-7,16,3
-4624,1988,-8771,79,-63,110,4,0,10
-4112,980,-4499,129,18,26,0,-3,7
-1936,-4236,1309,-5,-17,26,4,9,-4
9609,4722,1551,59,-45,-119,-16,-4,4
4916,7154,10329,46,-31,-116,-9,-8,-8
-3330,-161,-8747,-10,-92,74,5,5,8
-3843,-6944,7688,62,-11,-27,2,10,-9
1325,-7058,-5498,121,31,47,-8,8,5
-8764,-6982,-197,55,-49,44,9,12,-2
-2152,-4094,3261,-2,31,-86,3,4,0
-6218,-1966,-292,-12,14,27,9,2,-1
1074,-3619,203,-126,56,-23,7,12,1
534,-399,-1927,-36,42,-32,1,-2,12
-1796,3581,423,7,-31,-97,8,-14,7
3124,461,533,-71,-43,-50,-8,2,2
134,-3969,3,47,126,8,-5,7,-1
-576,-2699,1453,93,136,-75,-6,0,0
-2156,-959,1853,-59,7,-116,16,4,2
-1596,2531,-47,-3,-73,-63,8,-5,6
1834,41,-4617,-185,-85,92,9,8,13
-4129,-2810,-1738,-20,-60,22,9,9,2
-1681,-3418,6406,-80,157,15,8,-3,-13
-65,-1962,2902,84,29,-90,-5,2,0
847,6982,1318,6,-69,9,-2,-9,-3
1343,1398,5110,40,23,-60,-5,-4,-6
3311,-9498,-4698,-38,83,98,-4,13,3
-8033,7430,-1162,135,-50,70,7,-11,-2
-7249,5670,7254,94,-28,5,8,-9,-14
12111,4518,918,-181,8,-61,-12,-9,2
-933,-968,-4111,-28,143,99,5,-8,5
1617,5707,-1261,0,-163,24,-5,-5,2
667,2632,664,38,-53,-1,-5,-4,-2
-2608,5482,-2536,169,-50,10,-5,-13,7
942,1207,-2486,-38,-35,-57,0,-1,12
4617,-418,64,-55,147,-3,-10,-10,0
192,5632,-1486,-47,-4,137,3,-17,-6
-436,2348,-199,-17,-17,22,2,-4,-1
-3556,-307,-3604,118,56,27,0,-3,6
344,1568,836,50,133,-28,-4,-12,0
2369,-1462,2636,29,-76,67,-7,8,-10
-3916,6593,-3094,-25,43,72,10,-17,2
7844,-6472,7061,-14,60,-34,-16,10,-13
-3586,-337,1061,119,57,-82,0,-3,3
-9616,1748,1811,103,3,17,14,-4,-5
-1351,-1492,-454,153,80,108,-7,-2,-6
-5266,2453,-1684,82,-36,56,6,-3,0
1492,3452,623,-59,-74,90,-2,-11,-12
-1149,3889,2390,120,-117,-43,-6,-9,-8
-1358,2635,1953,-49,-91,20,12,-5,-12
181,2217,-555,50,-89,22,-6,-3,1
-2691,8066,-9333,31,-42,112,3,-12,10
-348,-2395,-4119,11,-14,73,0,5,3
-1569,-646,6507,48,69,-62,0,-3,-8
-216,-85,3504,-27,18,-175,2,-1,4
6846,-1438,2448,-156,76,10,-3,-2,-5
3843,-5530,-2172,-150,132,99,2,2,-2
10278,-1702,5286,-56,101,-110,-15,-3,-3
-2718,16,-1483,4,-50,55,14,5,2
-2984,-934,5756,48,70,-146,11,-2,-16
607,-2986,1766,29,138,4,-6,2,-10
-1103,92,1785,49,-4,-97,1,0,0
-932,-4240,-590,-50,24,-132,10,20,16
2109,-1168,-2617,22,-45,25,-11,9,9
-180,1247,-1042,10,-61,-50,0,0,9
-2364,-475,-1126,26,10,-13,8,1,6
261,-874,2255,-44,-92,-119,3,12,1
-432,806,2486,33,-95,-86,-1,5,-3
619,-2164,4244,3,45,-171,-4,8,-7
-146,275,-445,74,14,23,-7,-3,0
1969,851,-3469,-110,-18,96,0,-3,10
9097,4987,8924,-148,-172,-126,-11,0,-12
745,-1,862,-190,-15,47,11,1,-5
-502,-3307,-327,-102,54,-2,8,4,1
-3257,6930,514,83,-14,-16,2,-15,0
-1256,637,4313,44,-127,33,0,7,-12
194,6582,920,-6,-137,-75,0,-6,3
-2110,1635,-1157,123,-119,32,-3,4,1
940,1185,718,-77,-140,-56,3,7,2
-460,1535,-457,-47,-11,-35,5,-4,4
3665,4435,4268,22,-62,-68,-13,-9,-8
-1710,-865,-4007,-62,7,94,10,2,5
1662,-458,-152,-150,-3,-5,0,7,3
947,499,24,-79,-24,-87,-1,-4,14
-1044,1115,-1043,48,-140,40,8,6,9
-1666,330,812,-29,-15,-121,8,0,7
266,-2358,-2500,-72,-3,-8,5,8,9
-766,-2658,1808,-29,-3,-25,5,9,-4
-2914,-2370,6044,98,60,-114,2,3,-11
-1150,-246,1292,62,109,9,-1,-8,-5
2978,2082,4280,-135,-88,-178,1,0,0
-1870,-7866,-3772,-58,64,145,11,21,1
5314,4073,-1506,-16,-34,58,-14,-9,0
-4345,-1491,-609,-9,-36,37,13,7,-1
1011,3202,-1870,82,-41,-36,-9,-6,8
2311,2110,951,-22,-80,-77,-5,0,3
5496,615,-1974,-50,-9,22,-12,-1,4
2207,-5365,2342,-18,113,126,-5,7,-16
-1433,2461,1809,-13,-80,-56,5,-1,-1
1839,5110,619,13,-11,24,-3,-6,-2
1917,-3236,346,-89,-17,-189,2,5,9
-8028,2458,-1643,126,-3,22,4,-3,1
7104,-2300,307,38,79,32,-11,-1,-2
-1476,-7253,-9911,38,86,114,0,5,7
-2373,-3002,-707,-119,77,38,9,0,-1
-3816,3160,2374,-82,-121,-41,9,2,-1
-7443,-4289,-4997,51,-50,128,7,8,0
12876,2887,-10496,-30,46,89,-15,-6,9
-2057,3785,-2147,110,-28,92,1,-22,4
-1445,-295,-1926,92,-76,25,-1,10,10
2125,3989,-685,-73,-166,-30,-6,-8,8
-2193,980,1474,46,-61,-85,9,0,0
-1251,1795,-640,46,0,27,5,-15,2
-261,1270,1685,44,-53,-40,-3,-4,-9
519,-200,-1300,-48,117,55,2,-13,4
-2301,1075,-685,124,-32,-10,4,-5,7
-471,-1130,2165,-22,35,-128,7,5,-2
-2076,625,-1570,21,-34,-23,15,-1,16
594,2200,1070,-37,-147,-15,0,0,-7
-486,-1835,-1285,67,74,118,-4,6,-4
-2196,475,1550,29,-16,-119,15,-2,2
1329,835,-805,-86,-88,78,0,4,-3
1319,-800,29,-64,97,-35,-9,-4,5
1440,-129,1591,-105,-30,-81,-4,7,-11
-199,1246,161,-46,-107,-71,11,-1,9
1528,-294,425,-77,-15,-53,-10,7,2
417,1829,623,-108,-70,-71,12,-16,2
153,-1163,128,18,118,22,-5,-2,-6
-969,-1405,-1544,120,122,156,-5,1,-3
439,-712,-213,-38,47,113,0,3,-16
902,-591,681,-90,7,-1,0,10,-13
682,-136,-204,-68,0,16,0,3,0
-513,1044,-904,35,-129,20,3,5,12
-1333,364,1116,84,-17,-61,9,-3,-10
797,1004,696,-63,-136,-129,-3,7,10
982,-231,266,-21,26,-86,-14,0,10
-1358,860,807,143,-102,-110,-5,5,7
2828,340,2185,-137,-20,-97,-11,-1,-10
-110,1094,1665,12,-85,-148,0,0,3
-240,2134,-389,43,-95,-60,-3,-10,13
566,-1909,-1377,-19,83,51,-3,9,8
1580,-1714,885,-90,47,-67,-4,12,0
-942,-401,79,48,37,-12,4,-1,1
-55,-3486,6166,-50,71,-69,3,2,-7
1265,-5037,3559,12,33,-160,-3,7,3
-4609,-1671,-6737,88,84,101,3,-2,6
-6358,3972,160,141,-53,28,3,-4,-2
4631,-11274,-9608,-141,120,103,0,13,11
3080,8196,6661,127,-79,-84,-13,-10,-7
-550,-1671,-3173,67,-35,-75,-3,5,10
2346,-1807,-1120,-61,75,115,-1,-1,-5
5012,-6302,182,-35,60,41,-8,9,-3
4485,-691,-1709,-114,-25,54,-2,3,0
-5621,394,3561,116,4,-116,4,-1,0
2811,2099,-1213,68,29,-106,-10,-6,9
1974,-4814,-3786,79,-20,121,-9,11,0
-4040,1262,1825,97,-40,-44,2,0,-1
734,251,-2487,29,-21,84,-5,1,2
1424,918,-2786,35,-2,97,-8,-3,2
3149,-2371,2527,-136,-3,-110,0,9,0
-416,-2026,-2671,-17,78,-40,3,1,13
665,-3797,-5431,32,11,104,-5,13,11
1380,2201,-15254,-93,-60,110,3,0,17
4188,-1759,-476,51,-61,14,-9,6,0
-5856,-2767,-2870,34,41,62,7,2,1
-1446,-3307,3142,-70,56,-105,6,2,1
-1309,-2450,804,8,2,-75,9,18,3
-1093,1494,404,105,-49,-50,-4,-5,3
1651,694,228,-126,-16,29,3,-3,-5
-1117,-1746,-436,64,77,11,1,4,2
-2525,1310,588,67,-80,-36,11,0,0
1011,598,1156,50,-78,5,-13,5,-9
-421,-82,1028,148,92,-4,-14,-10,-7
-1597,-1106,-2028,9,71,0,11,0,15
-1093,2158,92,20,-116,-5,6,-2,0
-2165,-362,-804,104,67,34,4,-5,2
2349,-5192,9459,-89,-63,-66,1,13,-13
-1941,1936,-1332,58,10,-11,0,-4,3
-951,3718,-3939,-57,-78,51,5,-2,4
-1545,-3146,7215,-22,28,19,4,4,-14
393,-1534,6249,-30,27,-97,1,3,-13
2469,446,-1299,-104,-68,80,0,4,-2
-2139,698,1821,138,34,-75,-4,-5,0
153,1130,-603,-20,-59,26,1,1,0
1401,746,-6579,53,-18,150,-9,-1,10
1353,1562,-2211,-20,-52,-7,-3,-1,8
-6759,1790,-2211,193,-74,-32,7,0,10
4591,4572,605,-144,-23,8,-1,-9,-2
-3674,5239,344,-9,-106,-13,9,-5,0
-5182,-938,-758,-17,-58,-5,13,6,2
-849,-1327,-1622,105,-16,87,-5,4,-2
-1110,-1936,4207,-36,65,-39,5,0,-7
920,2907,5599,-31,63,-117,0,-11,-5
-994,-1791,3656,95,15,10,-4,3,-9
9707,1573,-4696,-64,4,43,-18,-4,8
4777,2182,147,16,73,56,-12,-10,-4
-1052,6793,3830,7,-11,-116,2,-15,-1
862,-3908,-752,16,28,42,-3,7,-1
-1199,-441,303,76,53,7,-2,-3,-2
2224,-2184,-1923,-32,59,36,-7,4,5
649,672,-705,109,-33,-44,-13,0,7
670,2877,-3330,42,-182,15,-7,4,13
-1430,-1722,4272,76,-29,-138,-1,10,-6
-2312,2499,-3519,30,-87,112,7,-3,5
-2627,777,-1293,34,-71,72,8,3,-1
-947,0,2718,20,-12,-53,2,1,-7
-4622,2121,-1566,118,-69,151,9,-3,-7
11396,-2268,-2848,-142,-108,14,-11,10,4
601,-2217,739,-17,48,-4,0,1,-1
-6267,-1724,-6299,-25,-89,98,12,8,5
5242,-126,-5211,-31,-136,-4,-7,8,9
-11180,809,535,-3,-41,72,19,1,-5
4562,1846,7063,-46,-54,-120,-5,0,-5
3678,-4206,9647,50,-51,-21,-9,10,-15
4562,3240,-3358,-151,80,134,1,-10,-2
4290,6470,2133,32,-85,60,-9,-6,-7
2210,-3758,1370,-44,17,14,-2,7,-4
2030,-4343,-355,-69,145,25,0,0,-1
-5410,-8438,-4660,148,80,153,2,13,0
3185,-2228,-1840,-92,59,-3,-1,1,4
2930,-1433,5120,-130,79,-49,2,-2,-8
-8530,-3533,3965,66,56,-26,14,4,-7
2000,997,1820,87,-33,-1,-10,0,-4
4280,2572,1010,-20,-8,-5,-8,-5,-2
-1780,4237,-850,151,-17,57,-6,-8,-2
-3325,-1508,-295,156,35,-70,-3,1,5
-3699,-5924,-8935,14,-6,148,4,8,4
-2061,-3584,6704,-8,14,-93,3,4,-4
1312,1154,6089,-70,-110,-133,1,5,-11
-2184,3914,3030,82,-134,12,1,-3,-12
-1494,-1077,914,64,95,-64,0,-4,2
1450,694,-834,-64,54,-72,0,-7,9
1634,1407,3444,60,11,-90,-11,-6,-5
-4944,1683,385,10,-49,31,17,-2,-4
331,924,631,-31,-90,12,1,4,-6
483,2204,-665,36,-34,42,-8,-12,0
35,-1660,-1249,13,63,70,-2,5,1
1498,-1779,2638,12,42,-37,-9,5,-10
-155,1470,-345,-1,-49,0,1,-3,2
377,2952,-1409,41,-97,-14,-6,-6,9
92,-848,947,-4,83,-38,0,-4,-1
1175,786,-2568,29,-43,137,-9,0,0
-364,-1190,92,40,1,-3,-2,6,0
-2131,-2995,681,33,156,-4,8,0,-3
-782,64,2448,2,35,-87,4,-4,-4
-3945,-1229,1519,101,104,4,17,-3,-12
1311,2323,3975,-168,-16,-124,10,-15,-15
-729,763,887,36,-29,-50,1,-2,-1
-1793,-685,1383,94,53,-81,2,-1,-1
197,-114,482,-31,23,45,2,-2,-7
-2482,1026,-1342,60,-57,-49,7,0,12
-3755,-1653,-962,-3,74,-29,20,1,8
-468,-2432,900,44,125,-47,-2,0,0
-905,-494,7,17,-27,-50,3,5,5
1128,-118,1201,-105,80,-70,4,-8,0
1485,205,-227,-99,52,59,1,-7,-5
278,2177,-244,-19,8,51,0,-15,-4
1179,18,2884,-144,117,-124,8,-13,-5
1434,256,-2097,-78,58,106,-1,-8,2
-912,2347,2986,33,-137,-121,2,0,-6
227,35,997,-16,-28,-67,0,3,1
1400,443,-1145,59,-7,68,-16,-2,0
2233,766,-261,-89,-17,-56,-5,-3,8
-2513,-10060,1685,71,108,23,0,10,-4
-8848,3555,5675,90,97,-91,9,-11,-4
-413,-1345,6760,11,-15,22,0,3,-12
-5558,-6840,-5210,32,34,40,7,9,6
-8673,4255,-3215,31,-67,-53,12,-3,8
-2023,510,-3670,-69,22,-4,7,-2,6
-411,-1113,-183,22,0,41,0,6,-3
1736,-1132,2401,-61,-19,-65,-3,8,-6
1869,749,-601,32,-38,63,-13,0,-3
4732,-3525,-2634,-153,39,50,-1,6,3
182,437,-4846,24,-1,71,-2,-1,7
1638,2929,-618,1,-32,152,-4,-5,-9
-6692,-1775,3918,81,165,-97,11,-7,-3
560,-3259,698,-62,-14,-11,3,9,-1
-658,-5135,-30,-33,-5,-14,4,13,1
3118,-816,390,445,-116,59,-34,5,0
-529,2985,-557,-72,419,-81,2,-28,11
798,2673,1932,110,378,272,-7,-26,-18
1443,-2771,684,206,-399,97,-14,26,-1
-2031,-2049,1153,-289,-292,164,24,17,-11
-820,285,-3157,-111,42,-453,8,-6,30
2102,1265,1917,300,178,273,-20,-11,-18
1918,633,1665,277,91,242,-20,-6,-19
559,-1630,-1734,80,-228,-247,-4,14,18
1299,-1365,1970,184,-197,282,-16,12,-20
1046,2051,1176,150,295,169,-8,-18,-14
-1997,1998,1388,-284,283,197,21,-16,-12
-2456,-951,1624,-351,-131,231,23,10,-21
-1767,2746,1416,-252,393,202,15,-26,-13
-2083,145,-2050,-299,24,-294,21,0,22
-1565,317,2236,-221,37,319,15,-2,-17
1576,-1574,114,224,-227,20,-15,16,2
1735,1961,1521,244,281,220,-17,-23,-15
2462,786,-727,351,110,-103,-23,-8,8
2742,45,141,393,9,21,-29,3,2
1072,-1645,2347,156,-234,336,-12,15,-27
-1021,-650,-2860,-144,-92,-411,14,11,24
-2061,-1586,-2214,-292,-233,-320,19,16,27
-217,-899,2271,-32,-129,323,1,8,-19
1437,-2333,340,199,-335,42,-10,19,-4
-2606,-824,-52,-370,-114,-9,26,10,0
903,-2350,-1291,127,-332,-184,-13,23,10
163,-1355,2377,25,-193,340,-5,9,-26
12,-3528,-1308,0,-507,-187,2,38,13
-2644,-1112,-30,-380,-158,-8,29,9,0
-3108,1451,432,-446,209,61,33,-9,-1
519,190,3046,73,34,433,-9,3,-31
-1675,475,2290,-235,66,328,20,-3,-19
-1447,-622,-2256,-208,-89,-324,16,9,21
-630,-1482,1807,-91,-214,258,-4,12,-14
-863,-2402,-1574,-123,-344,-224,5,25,18
2456,-2157,739,352,-308,107,-28,19,-11
-939,-2376,-1630,-132,-339,-232,8,25,15
86,-2922,-413,14,-416,-57,0,30,4
-486,-1304,-1964,-69,-182,-276,8,18,23
2257,1630,-768,317,230,-111,-25,-19,7
409,2277,1535,64,325,219,-3,-19,-18
2423,-15,1199,342,-2,175,-24,-3,-11
631,-3118,-122,93,-445,-12,-6,32,5
594,-876,-2729,84,-123,-396,-4,10,29
2096,364,1694,297,54,239,-22,-3,-16
-1080,2751,362,-151,392,51,13,-25,-3
-2651,436,216,-381,64,30,27,-1,-4
2177,1339,261,320,189,42,-17,-12,-3
-1968,-1040,1425,-282,-142,206,14,11,-14
-2352,1924,-5,-337,276,-1,24,-15,-2
2006,155,-2440,285,23,-350,-21,1,26
2221,297,1788,316,47,249,-15,-2,-21
-3233,67,0,-461,9,-2,32,-1,4
-1337,-1826,-1864,-191,-260,-264,8,17,24
-153,2688,1846,-20,388,265,4,-28,-19
2668,-67,1190,387,-10,167,-27,2,-11
-179,-1182,2632,-31,-167,377,-1,11,-20
-1184,-2166,1370,-171,-309,193,10,15,-12
-327,-668,3384,-46,-95,481,1,11,-33
188,-2644,788,22,-377,115,-5,23,-3
-911,-2392,237,-134,-341,32,4,21,-3
1106,428,2562,160,61,367,-10,-5,-25
-152,178,-3136,-23,29,-451,5,-5,38
-802,2606,-113,-114,372,-16,5,-25,6
-2749,1173,-423,-396,163,-60,29,-9,1
-1481,-3071,440,-207,-439,64,13,25,-1
-670,-588,2510,-94,-87,358,6,8,-24
-1815,1423,1511,-265,204,216,18,-16,-15
-1267,752,-3081,-181,107,-440,3,-7,35
1324,431,-3065,187,60,-433,-13,-2,29
709,-2309,-2124,105,-329,-304,-3,26,24
2511,-629,-2289,362,-90,-329,-28,3,21
-1044,-2218,-2384,-146,-317,-340,14,22,23
1447,-1572,2342,206,-222,338,-18,12,-25
854,2535,1438,128,361,205,-8,-25,-14
1009,-1123,1986,142,-163,283,-9,9,-19
-1257,2186,-1360,-182,312,-193,10,-20,13
